 	 	project:	ALL	ALL	#ofBugs:	93016	#ofCommunityMembers:	75 - 4079						project:	adobe/brackets	2935735	#ofAssignments:	10462	#ofCommunityMembers:	864					project:	angular/angular.js	460078	#ofAssignments:	9658	#ofCommunityMembers:	2386					project:	elastic/elasticsearch	507775	#ofAssignments:	16184	#ofCommunityMembers:	1262					project:	fog/fog	203666	#ofAssignments:	1327	#ofCommunityMembers:	770					project:	html5rocks/www.html5rocks.com	5238231	#ofAssignments:	998	#ofCommunityMembers:	159					project:	julialang/julia	1644196	#ofAssignments:	12748	#ofCommunityMembers:	831					project:	khan/khan-exercises	1723225	#ofAssignments:	857	#ofCommunityMembers:	206					project:	lift/framework	1295197	#ofAssignments:	566	#ofCommunityMembers:	75					project:	rails/rails	8514	#ofAssignments:	11305	#ofCommunityMembers:	4079					project:	saltstack/salt	1390248	#ofAssignments:	15533	#ofCommunityMembers:	2283					project:	travis-ci/travis-ci	1420493	#ofAssignments:	6334	#ofCommunityMembers:	1159					project:	tryghost/ghost	9852918	#ofAssignments:	6142	#ofCommunityMembers:	473					project:	yui/yui3	85670	#ofAssignments:	902	#ofCommunityMembers:	175				
Experiment title	TIME	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
Original cases (just using bug information):																																																																																																																																																												
297- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.6]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170922_000128	6.9Sec	0.20951	19.41633	8.0555	35.90806	49.2338	8.0555	6.81214	7.50052	32.70777	5.22572	45.77207	-	0.20951	19.41633	8.0555	35.90806	49.2338	8.0555	6.81214	7.50052	32.70777	5.22572	45.77207	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
298- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.7]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170922_000136	6.4Sec	0.20934	19.40215	8.03479	35.91841	49.21309	8.03479	6.80869	7.50466	32.74315	5.22054	45.75654	-	0.20934	19.40215	8.03479	35.91841	49.21309	8.03479	6.80869	7.50466	32.74315	5.22054	45.75654	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
299- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.8]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170922_000143	6.7Sec	0.20885	19.35277	7.98302	35.87699	49.16132	7.98302	6.75692	7.50259	32.70605	5.21847	45.69614	-	0.20885	19.35277	7.98302	35.87699	49.16132	7.98302	6.75692	7.50259	32.70605	5.21847	45.69614	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
300- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.9]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170922_000151	6.7Sec	0.20903	19.37299	7.98302	35.87699	49.21309	7.98302	6.76727	7.48809	32.69397	5.21433	45.73669	-	0.20903	19.37299	7.98302	35.87699	49.21309	7.98302	6.76727	7.48809	32.69397	5.21433	45.73669	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
301- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[1.0]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - angFamP) - 20170922_000158	6.6Sec	0.20895	19.37349	7.96231	35.94947	49.18203	7.96231	6.74139	7.53158	32.81994	5.21744	45.72634	-	0.20895	19.37349	7.96231	35.94947	49.18203	7.96231	6.74139	7.53158	32.81994	5.21744	45.72634	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
cC=0.5																																																																																																																																																												
"Result: pC=1, c=1, p=0.2, cC=0.5 (b=0, bC=0)"																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
Check this (just multiProj evidence on all bugs) on both projects with the above obtained weights:																																																																																																																																																												
302- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - mulP) - 20170927_094521	25.5Sec	0.19083	17.43833	6.812	32.73863	45.94285	6.812	5.71841	6.7643	29.42883	4.83566	41.98882	-	0.20952	19.40966	8.07621	36.02195	49.35805	8.07621	6.81732	7.52537	32.84928	5.23607	45.89028	0.17486	15.7542	5.73198	29.93366	43.02521	5.73198	4.7796	6.11411	26.50671	4.49359	38.65576																																																																																																																									
"The same, but without priority for previous assignees:"																																																																																																																																																												
303- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_0000 - mulP) - 20170927_094930	22.7Sec	0.1476	13.32374	4.54611	25.89801	37.3229	4.54611	3.83374	5.29981	23.05769	3.8692	33.71671	-	0.15569	14.30209	4.56616	27.96645	40.9298	4.56616	3.90523	5.76931	25.28042	4.27728	37.58456	0.14069	12.48793	4.52897	24.13092	34.24149	4.52897	3.77267	4.89872	21.15878	3.52057	30.41235																																																																																																																									
"This shows that the multiProj evidence is useful, although it does not increase accuracy when appended to the info of proj. The reason to not increasing the accuracy of proj is that the number of shared users are 7% and 11%, that are too low."																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"Now, try on filtered set of users (that are shared between project and its sub-projects) with justMultiProj and multiProj+normalEvidence:"																																																																																																																																																												
justMultiProj		no priority																																																																																																																																																										
304- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_0000 - mulJustSharedDevsP) - 20170927_162841	14.7Sec	0.17366	16.29065	5.32589	30.56195	44.04652	5.32589	4.72085	6.25518	28.24495	4.56702	41.23676	-	0.17723	16.89676	5.19651	31.8361	46.69693	5.19651	4.68682	6.5703	29.84311	4.87994	44.34058	0.17034	15.72672	5.44626	29.37646	41.58053	5.44626	4.75251	5.96199	26.75799	4.27587	38.34889																																																																																																																									
justMultiProj		priority																																																																																																																																																										
305- (bTD - mp_c[1.0]+mp_p[0.2]+mp_cC[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - mulJustSharedDevsP) - 20170927_163130	16.3Sec	0.23738	22.59173	8.67688	39.89521	56.31621	8.67688	7.72158	8.25311	37.21691	5.94023	53.4364	-	0.24888	24.04058	9.19842	42.53972	59.01326	9.19842	8.24672	8.89977	40.25306	6.26448	56.79728	0.22668	21.2437	8.19162	37.4347	53.80682	8.19162	7.23297	7.65144	34.39202	5.63855	50.30936																																																																																																																									
"For the following lines, the non-zero multiProj weights are bC[0.1]+pC[0.8] as obtained in experiment 245 and a few lines before."																																																																																																																																																												
multiProj+normalEvidence		priority																																																																																																																																																										
306- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulJustSharedDevsP) - 20170927_171730	116.7Sec	0.65399	63.8581	49.2918	87.41939	95.18655	49.2918	45.3089	18.97858	85.51599	10.51301	94.31282	-	0.6903	67.93934	52.39517	92.11564	98.14837	52.39517	49.19564	19.75152	90.65524	10.72154	97.73723	0.6202	60.06082	46.40436	83.04991	92.43081	46.40436	41.6926	18.25942	80.73432	10.319	91.12667																																																																																																																									
multiProj+normalEvidence		no priority																																																																																																																																																										
307- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bC[0.1]+mp_pC[0.8] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_1011 - mulJustSharedDevsP) - 20170927_172201	113.2Sec	0.64791	63.19204	48.59512	86.75725	94.48987	48.59512	44.64484	18.80009	84.75885	10.40765	93.45492	-	0.68815	67.66526	52.21598	91.68558	97.7661	52.21598	49.02839	19.62251	90.13161	10.64867	97.18871	0.61047	59.03007	45.22619	82.17184	91.44159	45.22619	40.5663	18.0349	79.75992	10.18339	89.98092																																																																																																																									
normalEvidence		no priority																																																																																																																																																										
308- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_1011 - mulJustSharedDevsP) - 20170927_172524	99.2Sec	0.64907	63.31818	48.68148	86.94726	94.67987	48.68148	44.72833	18.84615	84.96804	10.43125	93.66699	-	0.68932	67.80065	52.28766	91.90061	97.90945	52.28766	49.09409	19.67985	90.39044	10.67495	97.39179	0.61161	59.14759	45.32622	82.33856	91.675	45.32622	40.66633	18.07047	79.92294	10.20451	90.20136																																																																																																																									
normalEvidence		priority																																																																																																																																																										
309- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulJustSharedDevsP) - 20170927_173017	97.2Sec	0.65491	63.95731	49.37241	87.57485	95.28443	49.37241	45.38951	19.01082	85.68008	10.53144	94.45436	-	0.69143	68.06993	52.46685	92.34261	98.23199	52.46685	49.26731	19.80647	90.91407	10.75021	97.92239	0.62092	60.13085	46.49328	83.13882	92.54196	46.49328	41.78152	18.27053	80.81027	10.32789	91.22763																																																																																																																									
"One more set of tests with results obtained from experiment 301 and a few lines before; pC=1, c=1, p=0.2, cC=0.5 (b=0, bC=0)"																																																																																																																																																												
310- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_c[1.0]+mp_p[0.2]+mp_cC[0.5]+mp_pC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - mulJustSharedDevsP) - 20170927_173831	111.9Sec	0.65286	63.73692	49.23998	87.29848	95.0714	49.23998	45.25996	18.94519	85.37828	10.49919	94.1919	-	0.68871	67.77381	52.27571	92.00812	98.08864	52.27571	49.08215	19.72763	90.54275	10.71676	97.68347	0.61951	59.98092	46.41547	82.91653	92.26409	46.41547	41.70372	18.21718	80.57315	10.29677	90.94328																																																																																																																									
"So these types cannot predict the assignee without evidence from the main project. On the other hand, they cannot add valuable to the project with this low percentage of shared users (~10%). But we showed that they contain valuable resources and can be utilized for projects."																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"In the next steps, we try SO+mainProj for all/shared users, maybe SO alone on all/shared users and maybe SO+subProj+mainProj on all/shared users."																																																																																																																																																												
"First, just on Angular, for tuning; This is what we had before on experiment 103:"																																																																																																																																																												
311- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP) - 20170928_114545	43.3Sec	0.6279	60.91828	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	-	0.6279	60.91828	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"Now, add SO:"																																																																																																																																																												
312- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230404	47.7Sec	0.62163	60.27717	47.24581	82.46014	88.43446	47.24581	43.05498	18.02029	79.93287	9.89128	87.05132	-	0.62163	60.27717	47.24581	82.46014	88.43446	47.24581	43.05498	18.02029	79.93287	9.89128	87.05132	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
313- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230454	50.6Sec	0.61699	59.79575	46.79023	81.94243	88.23773	46.79023	42.61493	17.87534	79.32888	9.86333	86.82181	-	0.61699	59.79575	46.79023	81.94243	88.23773	46.79023	42.61493	17.87534	79.32888	9.86333	86.82181	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
314- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230546	47.3Sec	0.61211	59.29331	46.28287	81.42473	88.07206	46.28287	42.12829	17.75109	78.79047	9.83744	86.61472	-	0.61211	59.29331	46.28287	81.42473	88.07206	46.28287	42.12829	17.75109	78.79047	9.83744	86.61472	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
315- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230634	46.1Sec	0.60687	58.78119	45.72375	80.89667	87.89604	45.72375	41.61231	17.63305	78.25723	9.81052	86.40246	-	0.60687	58.78119	45.72375	80.89667	87.89604	45.72375	41.61231	17.63305	78.25723	9.81052	86.40246	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
316- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230722	44.6Sec	0.60261	58.35352	45.26817	80.3479	87.82357	45.26817	41.16881	17.50466	77.69811	9.79809	86.30755	-	0.60261	58.35352	45.26817	80.3479	87.82357	45.26817	41.16881	17.50466	77.69811	9.79809	86.30755	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
317- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230808	44Sec	0.59736	57.83475	44.62622	80.00621	87.72002	44.62622	40.55274	17.42597	77.34262	9.78671	86.19883	-	0.59736	57.83475	44.62622	80.00621	87.72002	44.62622	40.55274	17.42597	77.34262	9.78671	86.19883	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
318- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230853	43.6Sec	0.59263	57.37146	44.09816	79.69559	87.63719	44.09816	40.06092	17.34935	77.00352	9.77221	86.08494	-	0.59263	57.37146	44.09816	79.69559	87.63719	44.09816	40.06092	17.34935	77.00352	9.77221	86.08494	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
319- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_230937	44.2Sec	0.58925	57.02955	43.73576	79.36426	87.53365	43.73576	39.72096	17.26444	76.6394	9.75564	85.96241	-	0.58925	57.02955	43.73576	79.36426	87.53365	43.73576	39.72096	17.26444	76.6394	9.75564	85.96241	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
320- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_231023	42.7Sec	0.58525	56.63075	43.26983	79.04328	87.49223	43.26983	39.27055	17.19611	76.31325	9.7484	85.90719	-	0.58525	56.63075	43.26983	79.04328	87.49223	43.26983	39.27055	17.19611	76.31325	9.7484	85.90719	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
321- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_231106	43.4Sec	0.58141	56.23129	42.79354	78.78443	87.44046	42.79354	38.79944	17.1257	76.03196	9.73908	85.83989	-	0.58141	56.23129	42.79354	78.78443	87.44046	42.79354	38.79944	17.1257	76.03196	9.73908	85.83989	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"SOA=0, now check SOQ:"																																																																																																																																																												
322- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233415	54.2Sec	0.6278	60.9066	47.97059	83.02961	88.69331	47.97059	43.73663	18.17353	80.56792	9.9327	87.37575	-	0.6278	60.9066	47.97059	83.02961	88.69331	47.97059	43.73663	18.17353	80.56792	9.9327	87.37575	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
323- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233512	44.6Sec	0.62753	60.87877	47.96024	82.97784	88.68296	47.96024	43.72627	18.16318	80.51615	9.93063	87.36195	-	0.62753	60.87877	47.96024	82.97784	88.68296	47.96024	43.72627	18.16318	80.51615	9.93063	87.36195	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
324- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233558	46.5Sec	0.6273	60.85301	47.94989	82.8743	88.6726	47.94989	43.71592	18.13626	80.39708	9.92752	87.34124	-	0.6273	60.85301	47.94989	82.8743	88.6726	47.94989	43.71592	18.13626	80.39708	9.92752	87.34124	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
325- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233645	49.2Sec	0.62694	60.81532	47.92918	82.81218	88.64154	47.92918	43.69521	18.12384	80.34013	9.92338	87.31017	-	0.62694	60.81532	47.92918	82.81218	88.64154	47.92918	43.69521	18.12384	80.34013	9.92338	87.31017	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
326- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233736	43.2Sec	0.62633	60.75142	47.86705	82.7397	88.57942	47.86705	43.63308	18.1052	80.2573	9.91717	87.24805	-	0.62633	60.75142	47.86705	82.7397	88.57942	47.86705	43.63308	18.1052	80.2573	9.91717	87.24805	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
327- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233820	42.1Sec	0.62584	60.699	47.82564	82.66722	88.54835	47.82564	43.59167	18.08863	80.17964	9.91199	87.20836	-	0.62584	60.699	47.82564	82.66722	88.54835	47.82564	43.59167	18.08863	80.17964	9.91199	87.20836	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
328- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233903	42.1Sec	0.62525	60.63741	47.77387	82.64651	88.52765	47.77387	43.54507	18.08242	80.15376	9.90888	87.1842	-	0.62525	60.63741	47.77387	82.64651	88.52765	47.77387	43.54507	18.08242	80.15376	9.90888	87.1842	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
329- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_233946	42.6Sec	0.62454	60.5605	47.69103	82.51191	88.50694	47.69103	43.46224	18.04929	80.00362	9.90578	87.15831	-	0.62454	60.5605	47.69103	82.51191	88.50694	47.69103	43.46224	18.04929	80.00362	9.90578	87.15831	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
330- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_234030	41.7Sec	0.6236	60.46575	47.58749	82.40837	88.49658	47.58749	43.36388	18.02444	79.88973	9.90474	87.14796	-	0.6236	60.46575	47.58749	82.40837	88.49658	47.58749	43.36388	18.02444	79.88973	9.90474	87.14796	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
331- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SO) - 20171005_234113	42.9Sec	0.62274	60.38357	47.48395	82.36695	88.49658	47.48395	43.27069	18.01408	79.84314	9.90371	87.14278	-	0.62274	60.38357	47.48395	82.36695	88.49658	47.48395	43.27069	18.01408	79.84314	9.90371	87.14278	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
SOQ=0																																																																																																																																																												
"Now, consider SOQ with filteration of the users to the common users of SO and GH:"																																																																																																																																																												
332- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234510	16.2Sec	0.80727	80.56531	66.83146	97.75281	98.65169	66.83146	66.09738	19.86517	97.62547	10.02247	98.52434	-	0.80727	80.56531	66.83146	97.75281	98.65169	66.83146	66.09738	19.86517	97.62547	10.02247	98.52434	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
333- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234529	16.4Sec	0.80724	80.56157	66.83146	97.70787	98.65169	66.83146	66.09738	19.85618	97.58052	10.02247	98.52434	-	0.80724	80.56157	66.83146	97.70787	98.65169	66.83146	66.09738	19.85618	97.58052	10.02247	98.52434	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
334- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234547	15.5Sec	0.80703	80.54023	66.83146	97.70787	98.65169	66.83146	66.09738	19.85618	97.58052	10.02247	98.52434	-	0.80703	80.54023	66.83146	97.70787	98.65169	66.83146	66.09738	19.85618	97.58052	10.02247	98.52434	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
335- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234603	11.4Sec	0.80654	80.49109	66.74157	97.70787	98.65169	66.74157	66.00749	19.85618	97.58052	10.02247	98.52434	-	0.80654	80.49109	66.74157	97.70787	98.65169	66.74157	66.00749	19.85618	97.58052	10.02247	98.52434	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
336- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234616	11.8Sec	0.80631	80.46799	66.74157	97.66292	98.60674	66.74157	66.00749	19.84719	97.53558	10.01798	98.4794	-	0.80631	80.46799	66.74157	97.66292	98.60674	66.74157	66.00749	19.84719	97.53558	10.01798	98.4794	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
337- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234629	11.6Sec	0.80611	80.4453	66.74157	97.66292	98.60674	66.74157	66.00749	19.84719	97.53558	10.01798	98.4794	-	0.80611	80.4453	66.74157	97.66292	98.60674	66.74157	66.00749	19.84719	97.53558	10.01798	98.4794	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
338- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234641	12.9Sec	0.80551	80.38558	66.65169	97.66292	98.5618	66.65169	65.9176	19.84719	97.53558	10.01348	98.43446	-	0.80551	80.38558	66.65169	97.66292	98.5618	66.65169	65.9176	19.84719	97.53558	10.01348	98.43446	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
339- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234656	14.1Sec	0.80501	80.33514	66.60674	97.66292	98.5618	66.60674	65.87266	19.84719	97.53558	10.01348	98.43446	-	0.80501	80.33514	66.60674	97.66292	98.5618	66.60674	65.87266	19.84719	97.53558	10.01348	98.43446	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
340- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234711	12.4Sec	0.8047	80.30384	66.60674	97.61798	98.5618	66.60674	65.87266	19.8382	97.49064	10.01348	98.43446	-	0.8047	80.30384	66.60674	97.61798	98.5618	66.60674	65.87266	19.8382	97.49064	10.01348	98.43446	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
